35  4399.0	1.59	4398.7	1.24	4398.1	0.66	4398.0	0.56	4398.0	0.51	4397.8	0.31	4397.5	0.3
36  4467.5	0.14	4468.4	1.03	4467.8	0.43	4467.7	0.30	4467.4	0.00	4467.3	-0.10	4466.8	0.5
37  4507.7	11.65	4508.8	12.74	4507.1	11.01	4506.5	10.41	4507.3	11.20	4507.6	11.54
38  4527.4	-0.81	4527.6	-0.52	4527.6	-0.54	4527.9	-0.30	4527.8	-0.34	4527.9	-0.31	4529.4	-1.5
39  4571.6	-1.14	4571.9	-0.79	4571.7	-0.98	4571.7	-0.99	4571.7	-0.99	4571.6	-1.12	4571.5	0.1
40  4624.8	0.75	4624.0	-0.01	4624.2	0.17	4624.1	0.09	4624.1	0.13	4624.1	0.07	4624.3	-0.2
41  4630.7	-16.32	4630.1	-16.96	4629.9	-17.17	4629.8	-17.28	4629.7	-17.41	4629.5	-17.55	4629.0	0.5
42  4728.0	-1.47	4728.9	-0.62	4729.5	0.02	4729.8	0.30	4730.4	0.86	4730.4	0.86	4730.8	-0.4
43  4734.0	-0.47	4734.5	0.04	4734.2	-0.22	4734.2	-0.27	4734.0	-0.38	4734.1	-0.35	4733.8	0.3
44  4747.2	-2.00	4746.3	-2.96	4745.7	-3.56	4745.5	-3.73	4745.3	-3.87	4745.2	-3.98	4741.9	3.3
45  4844.5	0.90	4844.2	0.64	4843.7	0.13	4843.6	0.03	4843.5	-0.06	4843.5	-0.07	4842.0	1.5
46  4927.5	1.28	4926.8	0.62	4926.7	0.52	4926.6	0.43	4926.6	0.38	4926.6	0.35
47  4955.6	-0.50	4955.6	-0.47	4954.0	-2.10	4953.8	-2.23	4953.3	-2.80	4953.1	-2.92	4955.2	-2.1
48  4976.5	-3.75	4976.2	-4.06	4976.2	-4.05	4976.6	-3.72	4976.7	-3.61	4976.7	-3.56	4977.1	-0.4
49  4984.6	1.69	4983.7	0.85	4983.8	0.94	4983.8	0.92	4983.6	0.77	4983.6	0.72	
